,Tweets
996,b'Evening everyone. I\xe2\x80\x99m Martin from the NE of \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb3\xf3\xa0\x81\xa3\xf3\xa0\x81\xb4\xf3\xa0\x81\xbf and I\xe2\x80\x99m an independent \xef\xa3\xbf Professional Learning Specialist. My favourite recent innovation is our edging further and further outward in our solar system. #AppleEDUChat #AppleEDULeaderChat https://t.co/21iMnS5qSj'
997,b'RT @SamJKNeal: How do you transform a digital worksheet? Learning journals are powerful when designed for interactivity &amp; accessibility. Ch\xe2\x80\xa6'
998,b'RT @CASCougars: Tomorrow is our school wide #creativity celebration! Stay tuned to see how our students use their iPads to create and innov\xe2\x80\xa6'
999,"b""RT @MrsHMacGregor: What happens when a teacher records a 'sea shanty...?'\n#musichelpsuslearn #EveryoneCanCreate #appleteacher #AppleEDUchat\xe2\x80\xa6"""
1000,b'RT @CASCougars: Tomorrow is our school wide #creativity celebration! Stay tuned to see how our students use their iPads to create and innov\xe2\x80\xa6'
1001,b'Tomorrow is our school wide #creativity celebration! Stay tuned to see how our students use their iPads to create and innovate. Remember that #everyonecancreate ! @AppleEDU #AppleEDUchat  #cascougarpride https://t.co/oEYhcDjmPp'
1002,b'RT @SamJKNeal: How do you transform a digital worksheet? Learning journals are powerful when designed for interactivity &amp; accessibility. Ch\xe2\x80\xa6'
1003,b'RT @klbeasley: #MediaMentorMonth continues!\n\n\xf0\x9f\x93\xba Learn a new skill with your child by watching instructional online videos. \xf0\x9f\x93\xba\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc All activit\xe2\x80\xa6'
1004,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
1005,b'RT @klbeasley: #MediaMentorMonth continues!\n\n\xf0\x9f\x93\xba Learn a new skill with your child by watching instructional online videos. \xf0\x9f\x93\xba\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc All activit\xe2\x80\xa6'
1006,"b""RT @shmaynor: Please join the conversation tonight! In education, innovation is continuous. What's next? How do you take individual innovai\xe2\x80\xa6"""
1007,b'RT @shmaynor: EDULeaders join the conversation tonight #appleeduleaderchat \xe2\xac\x87\xef\xb8\x8fhow do you celebrate innovation in your district? How do you s\xe2\x80\xa6'
1008,"b'Something tells me with these 2 hosting, this is an #AppleEDULeaderChat you dont want to miss. #AppleEDUChat https://t.co/gM0bPvTSrf'"
1009,"b'RT @_ehughes_: At \xf0\x9f\x8f\xa1 or \xf0\x9f\x8f\xab, your students can explore, create &amp; learn more about the #mars2021 @NASAPersevere #PerseveranceRover w/ this #Key\xe2\x80\xa6'"
1010,b'RT @karlyb: Student AR book scene created in @ARMakrApp showing Joseph and his coat of many colors. Thanks @JacobWoolcock for your great tutorial. https://t.co/82bXaCyoml #EveryoneCanCreate #AppleEDUchat https://t.co/oEFeKh2hnu'
1011,"b""RT @joinbubble: 3, 2, 1... and they're live! GoBubble, your classroom's safer social media, now introduces Global Groups. Giving you and yo\xe2\x80\xa6"""
1012,"b""RT @joinbubble: 3, 2, 1... and they're live! GoBubble, your classroom's safer social media, now introduces Global Groups. Giving you and yo\xe2\x80\xa6"""
1013,b'Come join us. We\xe2\x80\x99re having an awesome conversation about creativity in schools with @EpicElementary rockstars @shmaynor and @mschmitz_1. #AppleEDUchat #AppleEDULeaderchat #AppleTeacher https://t.co/FzSmsNBtyS'
1014,"b""RT @shmaynor: Please join the conversation tonight! In education, innovation is continuous. What's next? How do you take individual innovai\xe2\x80\xa6"""
1015,b'RT @shmaynor: EDULeaders join the conversation tonight #appleeduleaderchat \xe2\xac\x87\xef\xb8\x8fhow do you celebrate innovation in your district? How do you s\xe2\x80\xa6'
1016,b'RT @MrsKemper: Create regular/irregular shapes to sort with Keynote blue painter\xe2\x80\x99s tape \xe2\x9d\xa4\xef\xb8\x8f \n\n\xf0\x9f\x94\xb5Format &gt; Arrange &gt; Subtract\n\xf0\x9f\x94\xb5Break Apart\n\n#Ap\xe2\x80\xa6'
1017,b'RT @BenHaydenEDU: Thanks @JacobWoolcock for your Youtube page - it has provided us with some great creative resources for some of our remot\xe2\x80\xa6'
1018,b'RT @karlyb: Student AR book scene created in @ARMakrApp showing Joseph and his coat of many colors. Thanks @JacobWoolcock for your great tu\xe2\x80\xa6'
1019,b'RT @MrsKemper: Create regular/irregular shapes to sort with Keynote blue painter\xe2\x80\x99s tape \xe2\x9d\xa4\xef\xb8\x8f \n\n\xf0\x9f\x94\xb5Format &gt; Arrange &gt; Subtract\n\xf0\x9f\x94\xb5Break Apart\n\n#Ap\xe2\x80\xa6'
1020,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
1021,"b""RT @shmaynor: Please join the conversation tonight! In education, innovation is continuous. What's next? How do you take individual innovai\xe2\x80\xa6"""
1022,"b'RT @techclassrocks: Day 63:  4\xef\xb8\x8f\xe2\x83\xa3 Notes\n\nWhat kinda song can you create with only 4\xef\xb8\x8f\xe2\x83\xa3 notes? \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\nWell, open up the Alchemy menu, tap on ar\xe2\x80\xa6'"
1023,b'#MediaMentorMonth continues!\n\n\xf0\x9f\x93\xba Learn a new skill with your child by watching instructional online videos. \xf0\x9f\x93\xba\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc All activities available at https://t.co/trVuN01cqN\n\n#AppleEDUchat #GoogleEI #MIEExpert #digcit #isedcoach #edtech @watnunu @chamada #pypchat https://t.co/E62rBGx1mQ'
1024,"b""Please join the conversation tonight! In education, innovation is continuous. What's next? How do you take individual innovaiton and expand it across a building, a district, a state? #appleeduleaderchat #appleeduchat #leadupchat @kellycroy @KammasKersch #education #educhat https://t.co/q0xm1IqrkK"""
1025,b'RT @BenHaydenEDU: Thanks @JacobWoolcock for your Youtube page - it has provided us with some great creative resources for some of our remot\xe2\x80\xa6'
1026,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
1027,"b'RT @KLongman974: Dear PLN #AppleEduChat #edutwitter #mfltwitterati #langchat #MFLchat I need your help for a short PD talk at my school, co\xe2\x80\xa6'"
1028,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
1029,b'Check out these awesome pieces of Pop Art from @BenHaydenEDU and his students - what a talented bunch they all are!  #AppleEDUchat #QuickLessons https://t.co/ILGXfjvy4L'
1030,"b'I absolutely love this, what a fantastic way to get your students to reflect and celebrate their learning.  So fun, personal and friendly - thanks for sharing Jessica!\n\n#AppleEDUchat https://t.co/ItJGEj5wKW'"
1031,b'RT @techclassrocks: Absolutely \xe2\x9d\xa4\xef\xb8\x8f seeing how 2nd grade brought their personalities &amp; imagination to this #KeynoteOrigami project!  \nThe col\xe2\x80\xa6'
1032,b'RT @techclassrocks: Absolutely \xe2\x9d\xa4\xef\xb8\x8f seeing how 2nd grade brought their personalities &amp; imagination to this #KeynoteOrigami project!  \nThe col\xe2\x80\xa6'
1033,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
1034,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
1035,"b'RT @wfryer: I updated my own how to guide ""Step-by-Step: @Swivl Live Remote Teaching with 2 iPads &amp; Laptop (#GoogleMeet)"" https://t.co/KxRJ\xe2\x80\xa6'"
1036,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
1037,"b""We would love to hear from you! Comment on \n@SamJKNeal 's tweet and let us know how you design learning journals to increase interactivity and accessibility. #CISDLearns #CISDOurStory #coppelldlc #AppleEDUchat https://t.co/7MyP2Vy64F"""
1038,b'How do you transform a digital worksheet? Learning journals are powerful when designed for interactivity &amp; accessibility. Check out these ideas from \n@UnmaskedED and I: https://t.co/wzPj4r1E2S \n \n\xf0\x9f\x92\xac How do you design for interactivity &amp; accessibility?\n\n#coppelldlc #appleeduchat https://t.co/y599Gbx4cr'
1039,"b'Absolutely \xe2\x9d\xa4\xef\xb8\x8f seeing how 2nd grade brought their personalities &amp; imagination to this #KeynoteOrigami project!  \nThe colors, shapes, photo fills\xe2\x80\xa6 so much fun! \xf0\x9f\x90\xa1\xf0\x9f\x90\xa0\xf0\x9f\x90\x9f\n\nDownload the \xf0\x9f\x93\x96 here \xe2\x9e\xa1\xef\xb8\x8f https://t.co/cGQCI3idcS\n\n#AppleEDUchat #EveryoneCanCreate #AppleTeacher @CBAWestChester https://t.co/Mtl0JBVEGO'"
1040,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
1041,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
1042,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
1043,b'Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it you can watch the recording here\n\xf0\x9f\x8e\xac https://t.co/XsNpdosnC4\nAnd check out previous sessions on the channel too #AppleRTC #AppleEDUchat #AppleTeacher https://t.co/nMSzfwKw4n'
1044,b'RT @bjjeffries: How does trig connect to surveying? Watch and see! @AppleEDU @geogebra @BhamCitySchools @_EdFarm #AppleEDUchat https://t.co\xe2\x80\xa6'
1045,"b""RT @mrpielee: It's World Book Day. \n\nSo, here is a double-bill of fairy tale challenges for our younger learners to develop drawing, photog\xe2\x80\xa6"""
1046,b'RT @shmaynor: EDULeaders join the conversation tonight #appleeduleaderchat \xe2\xac\x87\xef\xb8\x8fhow do you celebrate innovation in your district? How do you s\xe2\x80\xa6'
1047,b'RT @shmaynor: EDULeaders join the conversation tonight #appleeduleaderchat \xe2\xac\x87\xef\xb8\x8fhow do you celebrate innovation in your district? How do you s\xe2\x80\xa6'
1048,b'Great work from my 2nd Year @JctGeography students as they jump into their CBA-1 #Geography in the News Structured Inquiry w/ my @AppleEDU #iPad #Pages journal \xf0\x9f\x8c\x8d \nShort check-in points each class have been a great help #RemoteLearning #AppleEDUchat #EveryoneCanCreate #ADE2021 https://t.co/tsACQQSZGJ https://t.co/JC7rRZZoCh'
1049,b'RT @shmaynor: EDULeaders join the conversation tonight #appleeduleaderchat \xe2\xac\x87\xef\xb8\x8fhow do you celebrate innovation in your district? How do you s\xe2\x80\xa6'
1050,b'RT @mat6453: All set for tonight\xe2\x80\x99s @SouthWalesRTC #AppleRTC session.  Great to be joined tonight by @MrHannTeach to share his experiences t\xe2\x80\xa6'
1051,b'RT @mat6453: All set for tonight\xe2\x80\x99s @SouthWalesRTC #AppleRTC session.  Great to be joined tonight by @MrHannTeach to share his experiences t\xe2\x80\xa6'
1052,b'RT @Mrs_Educate: Happy #WorldBookDay - click to hear \xf0\x9f\x98\x8a \n\n#WorldBookDay2021 #worldbookdayuk #edutweet #everyonecancreate #AppleEDUchat https\xe2\x80\xa6'
1053,b'RT @Mrs_Educate: Use the link for your #WorldBookDay  #iPad pages reading journal - A book\xe2\x80\x99s for Life\n\n#edtech #WorldBookDay2021 @AppleEDU\xe2\x80\xa6'
1054,b'All set for tonight\xe2\x80\x99s @SouthWalesRTC #AppleRTC session.  Great to be joined tonight by @MrHannTeach to share his experiences too #appleeduchat #appleteacher https://t.co/HYEmBRdxj3'
1055,b'Did you know @Apple provides support for kids using Apple devices? #AppleEDUchat #AppleEDULeaderChat #AppleTeacher https://t.co/udn4YeIwhZ'
1056,b'RT @Veescope: Norway preschool make incredible #greenscreen videos with @veescope live app. Looks amazing when connected to a TV. #iphone #\xe2\x80\xa6'
1057,b'Norway preschool make incredible #greenscreen videos with @veescope live app. Looks amazing when connected to a TV. #iphone #ipad #tecea #ideacon #tca21 #AppleEDUChat #edtech #veescope #ipaded #education #distanceLearning #fet21 #fetc #CUE #remotelearnin https://t.co/euVcgkm0dx https://t.co/VzMun7BKSc'
1058,b'RT @klbeasley: Today on #MediaMentorMonth:\n\n\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\x8d\xb3Search for a new recipe and make it with your child\xf0\x9f\x8d\xb3\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc All activities available at https:\xe2\x80\xa6'
1059,b'Here is an excellent example of a pupil using Keynote animation and the green screen feature within iMovie to create \xe2\x80\x98Charlie and the Chocolate Factory\xe2\x80\x99 within the book itself! #AppleEDUchat #edtech #WorldBookDay @HowardJuniorSch @AppleEDU https://t.co/Gsf5XVB0qO https://t.co/vxO373qhLV'
1060,b'RT @MattWarne: Just putting it out there but @missvanzeller is definitely worth a follow! An innovative teacher in Year 3 - New to Twitter\xe2\x80\xa6'
1061,b'RT @bjjeffries: How does trig connect to surveying? Watch and see! @AppleEDU @geogebra @BhamCitySchools @_EdFarm #AppleEDUchat https://t.co\xe2\x80\xa6'
1062,b'RT @techclassrocks: #KeynoteOrigami is perfect for early learners\xe2\x80\xa6 sparking creativity and building #Keynote skills!  Want to get started?\xe2\x80\xa6'
1063,"b'I updated my own how to guide ""Step-by-Step: @Swivl Live Remote Teaching with 2 iPads &amp; Laptop (#GoogleMeet)"" https://t.co/KxRJCi7nrC\n\n#googleEDU #edtech #remoteteaching #covid19EDU #AppleEDUchat #iPadEd'"
1064,b'RT @ColtonScience: We opened the Mars portal in 1st grade science lab! My kids love the Mission to Mars AR app. This app is so user friendl\xe2\x80\xa6'
1065,b'EDULeaders join the conversation tonight #appleeduleaderchat \xe2\xac\x87\xef\xb8\x8fhow do you celebrate innovation in your district? How do you sustain innovation?  #appleeduchat #leadership #edchat #FutureReady #edtechchat https://t.co/kN5Qrbtf91'
1066,b'RT @techclassrocks: #KeynoteOrigami is perfect for early learners\xe2\x80\xa6 sparking creativity and building #Keynote skills!  Want to get started?\xe2\x80\xa6'
1067,b'RT @MattWarne: Just putting it out there but @missvanzeller is definitely worth a follow! An innovative teacher in Year 3 - New to Twitter\xe2\x80\xa6'
1068,b'RT @MattWarne: Just putting it out there but @missvanzeller is definitely worth a follow! An innovative teacher in Year 3 - New to Twitter\xe2\x80\xa6'
1069,b'Just putting it out there but @missvanzeller is definitely worth a follow! An innovative teacher in Year 3 - New to Twitter and looking to build her PLN - come on twitter let\xe2\x80\x99s share the love \xe2\x9d\xa4\xef\xb8\x8f \n\n#edtech #education #teaching #AppleEDUchat #teacherlife https://t.co/E8sxJOsXzZ'
1070,b'RT @eslweb: Just 1 hour until we go live to discover more about #hybrid learning.  Please join us and ask questions! https://t.co/PqgGXMW0x\xe2\x80\xa6'
1071,b'Just 1 hour until we go live to discover more about #hybrid learning.  Please join us and ask questions! https://t.co/PqgGXMW0xm #edtech #aussieED #GEG #ukedchat #AppleEDUchat #onlinelearning'
1072,"b'What are your favorite #dyslexia, #dyscalculia, or #dysgraphia apps or extensions?  For either #Chromebook or #iPad?  #AppleEDUchat #ADEChat #GoogleForEDU @AppleEDU @GoogleForEdu https://t.co/InCEY3zZKi'"
1073,b'RT @MiaLMorrison: It was pretty windy in Maine last night #lostpower but @nhsdwelch @josh_bound still took the learning outside! Archive ht\xe2\x80\xa6'
1074,b'RT @ColtonScience: We opened the Mars portal in 1st grade science lab! My kids love the Mission to Mars AR app. This app is so user friendl\xe2\x80\xa6'
1075,"b'RT @techclassrocks: Day 63:  4\xef\xb8\x8f\xe2\x83\xa3 Notes\n\nWhat kinda song can you create with only 4\xef\xb8\x8f\xe2\x83\xa3 notes? \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\nWell, open up the Alchemy menu, tap on ar\xe2\x80\xa6'"
1076,"b'Day 63:  4\xef\xb8\x8f\xe2\x83\xa3 Notes\n\nWhat kinda song can you create with only 4\xef\xb8\x8f\xe2\x83\xa3 notes? \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\nWell, open up the Alchemy menu, tap on arpeggiated and\xf0\x9f\x92\xa5!\nEvery time, my mind just says \xe2\x80\x9cWHAT?!\xe2\x80\x9d \xf0\x9f\xa4\xaf\n\nSolo button off today @chriswoodteach \xf0\x9f\x98\x89\n#365Tunes2021 #AppleEDUchat #LogicPro #EveryoneCanCreate https://t.co/F1roGA9vPy'"
1077,"b'RT @lyndsdive85: All set to introduce #ARinEDU tomorrow to our teaching staff, solidifying our dedication to the purposeful use of #aronipa\xe2\x80\xa6'"
1078,b'RT @karlyb: Student AR book scene created in @ARMakrApp showing Joseph and his coat of many colors. Thanks @JacobWoolcock for your great tu\xe2\x80\xa6'
1079,b'RT @chriswoodteach: Spent the morning with @DigitalPortColl updating our @trilbytv for @PortsmouthColl students to return.  High impact #di\xe2\x80\xa6'
1080,"b""RT @mrpielee: It's World Book Day. \n\nSo, here is a double-bill of fairy tale challenges for our younger learners to develop drawing, photog\xe2\x80\xa6"""
