Tweet,Date,Time,Twitter Handle
"@sarahcarr35 Thanks for getting back to us Sarah. Can I ask you to send us a DM and we will do our best to help you here. Thanks, Megan",2023-05-06,08:11:36,talktoBOI
"@rcorbett333 Thanks for getting back to us. Generally if the funds were taken from your PTSB account, they would need to investigate this internally. Our customer service team are available on 0818365365 from 10am if you wish to speak to them. ^ Megan",2023-05-06,08:10:38,talktoBOI
"@rcorbett333 Hi, thanks for your tweet. I am sorry to hear this. As the money was taken from your PTSB account they should have the facility to complete an internal bank investigation. As you are not a BOI account holder we can’t provide any information. Thanks, Megan",2023-05-06,07:27:21,talktoBOI
"@sarahcarr35 Hi Sarah, thanks for getting in touch. I am sorry to hear this. Can I ask what your query is please and we’ll do our very best to help here. Thanks, Megan",2023-05-06,07:02:53,talktoBOI
That’s all from us here for today. We will be back from 8am tomorrow. Happy Friday!,2023-05-05,19:04:52,talktoBOI
"@AJCorrigan2790 Hi Anthony, thanks for getting in touch. You can use your current card for 90 days after requesting the new one. You can order a new card through the cards tab of the app. Thanks, Megan",2023-05-05,18:43:58,talktoBOI
"@TT_Fallon Thanks for getting back to me. An alternative number is +353 56775 7007. Thanks, Megan",2023-05-05,17:36:57,talktoBOI
"@TT_Fallon Thanks for getting back to us. Our card security team are available on +353 1 679 8993. They will be happy to help. Thanks, Megan",2023-05-05,17:27:42,talktoBOI
"@TT_Fallon Hi Teresa, thanks for getting in touch. I'm sorry to hear this. Can I ask if you have received any emails or texts from our card security team in relation to a transaction? Thanks, Megan",2023-05-05,17:16:04,talktoBOI
"@ClaffUtd Hi Con. Thanks for your tweet and apologies for the delay. Once we have an update we will send you an email. If you require a further update our lending team are available on 0818 200 334 between 9am to 5pm Mon-Fri.  Thanks, Declan",2023-05-05,10:20:01,talktoBOI
@AJCorrigan2790 Hi Anthony. Thanks for your tweet. Please see here https://t.co/uDLuIezs8h We can certainly take a look at this on your transaction history if you wish to contact our colleagues on +353 1 404 4000 if calling from abroad or our live chat team on https://t.co/on65uqujlz Declan,2023-05-05,08:13:51,talktoBOI
"@PrimalValko Hi Peter. Thanks for getting in touch with us. Please see here https://t.co/63MNLyZNVj. If you need further advice on this our credit card team are available on 0818251251 from ROI or +353 56775 7747 if calling from abroad between 9am to 5pm Mon-Fri. Thanks, Declan",2023-05-05,08:07:18,talktoBOI
"@APowerOfTen Thanks for getting in touch with us. Sorry to hear this. There is currently no reports of issues with our mobile app. Please uninstall and reinstall the app. If the issue persists please contact us directly on 0818 365 365. My colleague will happily assist you. Thanks,Niamh.",2023-05-05,07:13:00,talktoBOI
"@paulkel85235543 Hi Paul. Thanks for your tweet. You are not required to hold a current account with us but you must be an Irish resident and be in employment for at least 6 months. Please see here https://t.co/h34KN1yLln Thanks, Declan",2023-05-05,07:07:43,talktoBOI
"@DevlinAnnmarie Hi Annie. Thanks for your tweet. Apologies for the delay with this. Please see here https://t.co/2pqaLohXKR  
If you are unable to use the tracker please call us on 0818 366 100 to speak with a Credit Card Sales Advisor between 9am to 5pm Mon-Fri. Thanks, Declan",2023-05-05,07:05:33,talktoBOI
"That's all from us today, We'll be back here from 8AM tomorrow morning to answer your queries. Have a lovely evening 👋",2023-05-04,19:04:59,talktoBOI
"@HomeHaunts Hi there, sorry to hear this. Please see here for more information on raising a Transaction Dispute with us https://t.co/Pm2KdnVfYp Thanks, Anna",2023-05-04,18:04:31,talktoBOI
"@Maidie27 Hi Mairead, you can add the person as a payee on Banking 365 by clicking Payments and then Manage Payees. There is a 1000 euro security limit for new payees and after 48hrs you can send up to 20,000. Alternatively, you can head into Branch to do the transfer. Thanks, Anna",2023-05-04,18:02:17,talktoBOI
"@tczippy Hi Tom, sorry to hear this. The team are working through a high volume of requests at present. Please send us a PM with your full name and contact number and I will request a callback for you. Thanks, Anna",2023-05-04,17:15:03,talktoBOI
"@HomeHaunts Hi there, thanks for the tweet. Have you tried contacting the merchant to provide some form of redress? Thanks, Anna",2023-05-04,17:13:11,talktoBOI
"@Maidie27 Hi Mairead, thanks for the reply. This is an order form for you to collect the cash in Branch. Once placed, it will be ready to collect in 24 hours. Please ensure you bring Photo ID with you. Thanks, Anna",2023-05-04,17:11:43,talktoBOI
"@Maidie27 Hi Mairead, thanks for the tweet. If you are withdrawing over 5000 euro in branch please fill out this form https://t.co/W7BYRhujHX Thanks, Anna",2023-05-04,16:20:03,talktoBOI
"@Maidie27 Hi there, thanks for the message. If you are withdrawing over 5000 in Branch you will need to give the Branch notice by filling out this order form https://t.co/W7BYRhujHX Thanks, Anna",2023-05-04,16:04:16,talktoBOI
"@theaveragedemoc Hi there, thanks for the message. They are open until 4PM today. Thanks, Anna",2023-05-04,14:54:30,talktoBOI
"@bangorace1 Hi there, Thanks for your tweet. Sorry to hear of your experience at the moment. Can you send us a DM and we will be able to assist you further today. Thanks, Sarah",2023-05-04,14:11:10,talktoBOI
"@AideenMcGrade @bankofireland Hi Aideen, Thanks for your tweet. Sorry to hear of your experience. If there is anything we can do to help you our DMs are open and we can assist you with any queries that you may have. Thanks, Sarah",2023-05-04,14:05:15,talktoBOI
"@superdavos Thanks for coming back to me with that information Dave. Could you please send us a DM and we can try assist you further today thanks, Sarah",2023-05-04,11:48:23,talktoBOI
"@amrubylee Hi Ruby. Thanks for your tweet and sorry to hear this. Please send us a DM so we can troubleshoot this further to help resolve the issue. Thanks, Declan",2023-05-04,11:44:49,talktoBOI
"@TheBestComic Hi William,a POS transaction is when you use your Visa Debit card to purchase goods or services at any retail outlet. You can contact our Customer Service team to get more information on this transaction on 0818365365, the team are available from 9am to 5pm Mon-Fri Thanks, Sarah",2023-05-04,11:34:09,talktoBOI
"@Clipcloppety Thanks for the information. I will be sure to share this with the branch. Thanks, Megan",2023-05-04,10:39:35,talktoBOI
"@Clipcloppety Hi, thanks for getting in touch. I'm sorry to hear of your experience. Can I ask what branch you went to and we will be sure to pass on your feedback to them. Thanks, Megan",2023-05-04,10:35:53,talktoBOI
"@superdavos Hi Dave, Thanks for your tweet. Sorry to hear you are experiencing this issue at the moment. Can I ask what bank is it that you are trying to transfer to? Thanks, Sarah",2023-05-04,10:30:40,talktoBOI
"@Bowlsley Hi Ashley, thanks for getting in touch. Yes, you can send this to the branch. You will also need to include a certified copy of your ID and your contact number. Thanks, Megan",2023-05-04,08:53:02,talktoBOI
"@Ryder56004614 We value your feedback and we will be sure to share this with the relevant team. If we can help with anything our DM's are always open. Thanks, Megan",2023-05-04,08:31:08,talktoBOI
"@Ryder56004614 Sorry to hear that you're experiencing this issue at the moment. Can you please check that your App is fully up to date and that your devices has no pending updates. If you still experiencing this issue please send us a DM and we can assist you further. Thanks, Sarah",2023-05-04,08:11:23,talktoBOI
"@EavanK Thanks for getting back to us, Eavan. I'm glad to hear the app is back up and running. Please let us know if we can help with anything else. Thanks, Megan",2023-05-04,07:30:44,talktoBOI
"@Ryder56004614 Hi, thanks for getting in touch. I'm sorry to hear you're having difficulty with the app. Can I ask what difficulty you're having, please? I can't seem to see the picture you sent. Thanks, Megan",2023-05-04,07:20:48,talktoBOI
"@vl4dfx Hi there, Thanks for your tweet. If you have gave any personal details we would advise you to contact our Card Security team and my colleagues will be able to assist you further today. The number you can call is 1800 946 764. They are available 24/7 to assist you. Thanks, Sarah",2023-05-04,07:17:03,talktoBOI
"@itsamitc Thanks for getting back to us. Our business online team are available on 0818818265 from 9am. One of my colleagues will be happy to help. Thanks, Megan",2023-05-04,07:14:14,talktoBOI
"That's all from us here this evening, we'll be back tomorrow from 8am. Take care 😊",2023-05-03,19:00:21,talktoBOI
"@KennethMurphy2 Thanks Keith, have you tried closing the app on your device and then turning it off and on and try again? Hopefully this should help. ^Eve",2023-05-03,18:52:42,talktoBOI
"@KennethMurphy2 Hi Kenneth, thanks for your Tweet. Can I ask do you get this error message when you're connect to wifi and when using your mobile data? Thanks, Eve",2023-05-03,18:32:10,talktoBOI
"@Franfield97 Hi Frank, please ensure you are entering the details of your card for Apple Pay manually. If you are still receiving the same message then you would need to contact the team for further assistance. Thanks, Eve",2023-05-03,17:37:51,talktoBOI
"@laracroft838 Hi Emily, thanks for your tweet. I have sent you a message in DM on how we can assist you further with this. Thanks, Megan",2023-05-03,14:16:17,talktoBOI
"@TomVoaden Thanks for getting back to us, Tom. If you are using the card for purchases in Euro there will not be any charges. Some ATM's may have a service charge. Thanks, Megan",2023-05-03,14:04:02,talktoBOI
"@TomVoaden Hi Tom. Thanks for getting in touch with us. Please see here https://t.co/ncpYuiGYvu Thanks, Declan",2023-05-03,13:57:58,talktoBOI
"@TheJonnoHolt Hi Jonathan, thanks for getting in touch. I am sorry to hear that you are unhappy with the service. We value your feedback and I will be sure to share this with the relevant team. Thanks, Megan",2023-05-03,13:57:46,talktoBOI
"@lazyexcusejnr Hi Ben, thanks for getting in touch. You can make additional lodgements to your personal loan through own account transfer in the payments tab of the app. You can add your account through the services tab in the app. Thanks, Megan",2023-05-03,13:52:02,talktoBOI
"@Dublinerjj Hi, thanks for getting in touch. When lodging coin into your account, they would need to be in coin bags in the correct denominations. They do not have assortment machines in the branch. Thanks, Megan",2023-05-03,13:49:38,talktoBOI
"@LoisSyrek You would need to do this through your own bank as an international transfer. Thanks, Megan",2023-05-03,13:45:56,talktoBOI
"@LoisSyrek Thanks for getting back to us. We do accept transfers from US bank accounts. The transfer time frames would be determined by the sending bank in the US. Thanks, Megan",2023-05-03,13:40:30,talktoBOI
"@macriabhaigh Hi Sean. Thanks for your tweet and sorry to hear this. Please send us a DM where we can take some further details to help resolve your query. Thanks, Declan",2023-05-03,13:28:42,talktoBOI
"@WhatTheBearSays Also please see here https://t.co/nkkLxjuinT and if you need to request a credit increase please see here https://t.co/02njmpZLeb Thanks, Declan",2023-05-03,13:26:37,talktoBOI
